user_id,timestamp,channel,campaign,conversion,timestamp_utc,timestamp_ist,date,hour,day_name,conversion_flag,touchpoint_order,journey_length,linear_credit
10028,2025-02-10 01:44:12,Search Ads,Discount Offer,yes,2025-02-10 01:44:12+00:00,2025-02-10 07:14:12+05:30,2025-02-10,1,Monday,1,1,2,0.5
10028,2025-02-11 01:03:57,Display Ads,nan,yes,2025-02-11 01:03:57+00:00,2025-02-11 06:33:57+05:30,2025-02-11,1,Tuesday,1,2,2,0.5
10045,2025-02-10 17:20:43,Search Ads,Discount Offer,no,2025-02-10 17:20:43+00:00,2025-02-10 22:50:43+05:30,2025-02-10,17,Monday,0,1,2,0.0
10045,2025-02-11 18:44:15,Display Ads,New Product Launch,yes,2025-02-11 18:44:15+00:00,2025-02-12 00:14:15+05:30,2025-02-11,18,Tuesday,1,2,2,0.5
10062,2025-02-10 15:42:42,Social Media,Brand Awareness,no,2025-02-10 15:42:42+00:00,2025-02-10 21:12:42+05:30,2025-02-10,15,Monday,0,1,3,0.0
10062,2025-02-10 22:00:18,Direct Traffic,nan,no,2025-02-10 22:00:18+00:00,2025-02-11 03:30:18+05:30,2025-02-10,22,Monday,0,2,3,0.0
10062,2025-02-11 21:10:27,Email,Brand Awareness,yes,2025-02-11 21:10:27+00:00,2025-02-12 02:40:27+05:30,2025-02-11,21,Tuesday,1,3,3,0.3333333333333333
10068,2025-02-10 07:07:39,Search Ads,nan,yes,2025-02-10 07:07:39+00:00,2025-02-10 12:37:39+05:30,2025-02-10,7,Monday,1,1,5,0.2
10068,2025-02-11 08:05:04,Social Media,Retargeting,no,2025-02-11 08:05:04+00:00,2025-02-11 13:35:04+05:30,2025-02-11,8,Tuesday,0,2,5,0.0
10068,2025-02-11 10:14:02,Social Media,Brand Awareness,yes,2025-02-11 10:14:02+00:00,2025-02-11 15:44:02+05:30,2025-02-11,10,Tuesday,1,3,5,0.2
10068,2025-02-11 11:39:02,Search Ads,New Product Launch,yes,2025-02-11 11:39:02+00:00,2025-02-11 17:09:02+05:30,2025-02-11,11,Tuesday,1,4,5,0.2
10068,2025-02-11 23:05:58,Social Media,Winter Sale,no,2025-02-11 23:05:58+00:00,2025-02-12 04:35:58+05:30,2025-02-11,23,Tuesday,0,5,5,0.0
10095,2025-02-10 07:07:27,Display Ads,Retargeting,yes,2025-02-10 07:07:27+00:00,2025-02-10 12:37:27+05:30,2025-02-10,7,Monday,1,1,6,0.16666666666666666
10095,2025-02-10 21:59:46,Email,Retargeting,yes,2025-02-10 21:59:46+00:00,2025-02-11 03:29:46+05:30,2025-02-10,21,Monday,1,2,6,0.16666666666666666
10095,2025-02-11 01:37:25,Referral,New Product Launch,yes,2025-02-11 01:37:25+00:00,2025-02-11 07:07:25+05:30,2025-02-11,1,Tuesday,1,3,6,0.16666666666666666
10095,2025-02-11 08:09:00,Display Ads,nan,no,2025-02-11 08:09:00+00:00,2025-02-11 13:39:00+05:30,2025-02-11,8,Tuesday,0,4,6,0.0
10095,2025-02-11 18:45:58,Search Ads,Retargeting,yes,2025-02-11 18:45:58+00:00,2025-02-12 00:15:58+05:30,2025-02-11,18,Tuesday,1,5,6,0.16666666666666666
10095,2025-02-11 23:24:48,Referral,nan,yes,2025-02-11 23:24:48+00:00,2025-02-12 04:54:48+05:30,2025-02-11,23,Tuesday,1,6,6,0.16666666666666666
10120,2025-02-10 09:11:15,Referral,Winter Sale,no,2025-02-10 09:11:15+00:00,2025-02-10 14:41:15+05:30,2025-02-10,9,Monday,0,1,5,0.0
10120,2025-02-10 16:31:20,Email,Winter Sale,yes,2025-02-10 16:31:20+00:00,2025-02-10 22:01:20+05:30,2025-02-10,16,Monday,1,2,5,0.2
10120,2025-02-11 04:33:28,Referral,New Product Launch,no,2025-02-11 04:33:28+00:00,2025-02-11 10:03:28+05:30,2025-02-11,4,Tuesday,0,3,5,0.0
10120,2025-02-11 10:21:03,Direct Traffic,nan,no,2025-02-11 10:21:03+00:00,2025-02-11 15:51:03+05:30,2025-02-11,10,Tuesday,0,4,5,0.0
10120,2025-02-11 13:11:00,Direct Traffic,nan,yes,2025-02-11 13:11:00+00:00,2025-02-11 18:41:00+05:30,2025-02-11,13,Tuesday,1,5,5,0.2
10167,2025-02-10 03:16:22,Social Media,Retargeting,no,2025-02-10 03:16:22+00:00,2025-02-10 08:46:22+05:30,2025-02-10,3,Monday,0,1,3,0.0
10167,2025-02-10 14:59:06,Display Ads,Brand Awareness,no,2025-02-10 14:59:06+00:00,2025-02-10 20:29:06+05:30,2025-02-10,14,Monday,0,2,3,0.0
10167,2025-02-11 22:03:25,Display Ads,Brand Awareness,yes,2025-02-11 22:03:25+00:00,2025-02-12 03:33:25+05:30,2025-02-11,22,Tuesday,1,3,3,0.3333333333333333
10172,2025-02-10 21:07:20,Email,Brand Awareness,no,2025-02-10 21:07:20+00:00,2025-02-11 02:37:20+05:30,2025-02-10,21,Monday,0,1,2,0.0
10172,2025-02-11 18:20:42,Referral,Winter Sale,yes,2025-02-11 18:20:42+00:00,2025-02-11 23:50:42+05:30,2025-02-11,18,Tuesday,1,2,2,0.5
10202,2025-02-10 03:02:26,Display Ads,New Product Launch,no,2025-02-10 03:02:26+00:00,2025-02-10 08:32:26+05:30,2025-02-10,3,Monday,0,1,5,0.0
10202,2025-02-10 09:47:32,Direct Traffic,nan,yes,2025-02-10 09:47:32+00:00,2025-02-10 15:17:32+05:30,2025-02-10,9,Monday,1,2,5,0.2
10202,2025-02-10 10:05:57,Display Ads,New Product Launch,yes,2025-02-10 10:05:57+00:00,2025-02-10 15:35:57+05:30,2025-02-10,10,Monday,1,3,5,0.2
10202,2025-02-10 13:33:07,Social Media,Retargeting,yes,2025-02-10 13:33:07+00:00,2025-02-10 19:03:07+05:30,2025-02-10,13,Monday,1,4,5,0.2
10202,2025-02-11 21:53:40,Search Ads,New Product Launch,yes,2025-02-11 21:53:40+00:00,2025-02-12 03:23:40+05:30,2025-02-11,21,Tuesday,1,5,5,0.2
10255,2025-02-10 01:10:54,Social Media,New Product Launch,no,2025-02-10 01:10:54+00:00,2025-02-10 06:40:54+05:30,2025-02-10,1,Monday,0,1,4,0.0
10255,2025-02-10 05:49:14,Referral,Winter Sale,no,2025-02-10 05:49:14+00:00,2025-02-10 11:19:14+05:30,2025-02-10,5,Monday,0,2,4,0.0
10255,2025-02-10 22:47:49,Direct Traffic,nan,yes,2025-02-10 22:47:49+00:00,2025-02-11 04:17:49+05:30,2025-02-10,22,Monday,1,3,4,0.25
10255,2025-02-11 02:38:51,Social Media,New Product Launch,yes,2025-02-11 02:38:51+00:00,2025-02-11 08:08:51+05:30,2025-02-11,2,Tuesday,1,4,4,0.25
10271,2025-02-10 02:48:29,Social Media,Discount Offer,yes,2025-02-10 02:48:29+00:00,2025-02-10 08:18:29+05:30,2025-02-10,2,Monday,1,1,1,1.0
10273,2025-02-10 17:33:44,Social Media,Brand Awareness,yes,2025-02-10 17:33:44+00:00,2025-02-10 23:03:44+05:30,2025-02-10,17,Monday,1,1,1,1.0
10303,2025-02-10 06:08:23,Direct Traffic,nan,no,2025-02-10 06:08:23+00:00,2025-02-10 11:38:23+05:30,2025-02-10,6,Monday,0,1,2,0.0
10303,2025-02-10 09:14:15,Referral,Discount Offer,yes,2025-02-10 09:14:15+00:00,2025-02-10 14:44:15+05:30,2025-02-10,9,Monday,1,2,2,0.5
10306,2025-02-10 11:52:10,Social Media,Discount Offer,yes,2025-02-10 11:52:10+00:00,2025-02-10 17:22:10+05:30,2025-02-10,11,Monday,1,1,2,0.5
10306,2025-02-10 14:47:38,Search Ads,Discount Offer,yes,2025-02-10 14:47:38+00:00,2025-02-10 20:17:38+05:30,2025-02-10,14,Monday,1,2,2,0.5
10317,2025-02-10 01:16:41,Email,Discount Offer,no,2025-02-10 01:16:41+00:00,2025-02-10 06:46:41+05:30,2025-02-10,1,Monday,0,1,7,0.0
10317,2025-02-10 04:33:40,Direct Traffic,nan,no,2025-02-10 04:33:40+00:00,2025-02-10 10:03:40+05:30,2025-02-10,4,Monday,0,2,7,0.0
10317,2025-02-10 08:17:38,Social Media,nan,yes,2025-02-10 08:17:38+00:00,2025-02-10 13:47:38+05:30,2025-02-10,8,Monday,1,3,7,0.14285714285714285
10317,2025-02-10 09:29:31,Referral,Brand Awareness,yes,2025-02-10 09:29:31+00:00,2025-02-10 14:59:31+05:30,2025-02-10,9,Monday,1,4,7,0.14285714285714285
10317,2025-02-11 01:39:29,Social Media,Discount Offer,no,2025-02-11 01:39:29+00:00,2025-02-11 07:09:29+05:30,2025-02-11,1,Tuesday,0,5,7,0.0
10317,2025-02-11 09:14:56,Search Ads,New Product Launch,no,2025-02-11 09:14:56+00:00,2025-02-11 14:44:56+05:30,2025-02-11,9,Tuesday,0,6,7,0.0
10317,2025-02-11 16:55:59,Display Ads,Brand Awareness,yes,2025-02-11 16:55:59+00:00,2025-02-11 22:25:59+05:30,2025-02-11,16,Tuesday,1,7,7,0.14285714285714285
10341,2025-02-10 18:53:12,Display Ads,Winter Sale,no,2025-02-10 18:53:12+00:00,2025-02-11 00:23:12+05:30,2025-02-10,18,Monday,0,1,3,0.0
10341,2025-02-10 21:08:00,Display Ads,nan,yes,2025-02-10 21:08:00+00:00,2025-02-11 02:38:00+05:30,2025-02-10,21,Monday,1,2,3,0.3333333333333333
10341,2025-02-11 21:07:37,Email,Winter Sale,yes,2025-02-11 21:07:37+00:00,2025-02-12 02:37:37+05:30,2025-02-11,21,Tuesday,1,3,3,0.3333333333333333
10374,2025-02-10 12:42:37,Email,New Product Launch,yes,2025-02-10 12:42:37+00:00,2025-02-10 18:12:37+05:30,2025-02-10,12,Monday,1,1,3,0.3333333333333333
10374,2025-02-11 12:58:04,Search Ads,New Product Launch,no,2025-02-11 12:58:04+00:00,2025-02-11 18:28:04+05:30,2025-02-11,12,Tuesday,0,2,3,0.0
10374,2025-02-11 20:39:59,Direct Traffic,nan,no,2025-02-11 20:39:59+00:00,2025-02-12 02:09:59+05:30,2025-02-11,20,Tuesday,0,3,3,0.0
10378,2025-02-10 04:44:53,Search Ads,nan,yes,2025-02-10 04:44:53+00:00,2025-02-10 10:14:53+05:30,2025-02-10,4,Monday,1,1,3,0.3333333333333333
10378,2025-02-11 05:56:27,Social Media,Discount Offer,yes,2025-02-11 05:56:27+00:00,2025-02-11 11:26:27+05:30,2025-02-11,5,Tuesday,1,2,3,0.3333333333333333
10378,2025-02-11 21:26:36,Referral,Brand Awareness,yes,2025-02-11 21:26:36+00:00,2025-02-12 02:56:36+05:30,2025-02-11,21,Tuesday,1,3,3,0.3333333333333333
10414,2025-02-11 06:40:19,Referral,Brand Awareness,no,2025-02-11 06:40:19+00:00,2025-02-11 12:10:19+05:30,2025-02-11,6,Tuesday,0,1,2,0.0
10414,2025-02-11 09:07:12,Social Media,Brand Awareness,no,2025-02-11 09:07:12+00:00,2025-02-11 14:37:12+05:30,2025-02-11,9,Tuesday,0,2,2,0.0
10415,2025-02-10 02:46:42,Social Media,nan,yes,2025-02-10 02:46:42+00:00,2025-02-10 08:16:42+05:30,2025-02-10,2,Monday,1,1,4,0.25
10415,2025-02-10 22:16:20,Direct Traffic,nan,yes,2025-02-10 22:16:20+00:00,2025-02-11 03:46:20+05:30,2025-02-10,22,Monday,1,2,4,0.25
10415,2025-02-11 03:42:40,Email,New Product Launch,no,2025-02-11 03:42:40+00:00,2025-02-11 09:12:40+05:30,2025-02-11,3,Tuesday,0,3,4,0.0
10415,2025-02-11 09:28:54,Email,Discount Offer,yes,2025-02-11 09:28:54+00:00,2025-02-11 14:58:54+05:30,2025-02-11,9,Tuesday,1,4,4,0.25
10426,2025-02-10 04:18:01,Referral,Winter Sale,yes,2025-02-10 04:18:01+00:00,2025-02-10 09:48:01+05:30,2025-02-10,4,Monday,1,1,2,0.5
10426,2025-02-11 12:48:22,Direct Traffic,nan,yes,2025-02-11 12:48:22+00:00,2025-02-11 18:18:22+05:30,2025-02-11,12,Tuesday,1,2,2,0.5
10442,2025-02-10 05:15:54,Direct Traffic,nan,yes,2025-02-10 05:15:54+00:00,2025-02-10 10:45:54+05:30,2025-02-10,5,Monday,1,1,6,0.16666666666666666
10442,2025-02-10 19:54:14,Search Ads,Winter Sale,yes,2025-02-10 19:54:14+00:00,2025-02-11 01:24:14+05:30,2025-02-10,19,Monday,1,2,6,0.16666666666666666
10442,2025-02-11 00:26:14,Search Ads,New Product Launch,no,2025-02-11 00:26:14+00:00,2025-02-11 05:56:14+05:30,2025-02-11,0,Tuesday,0,3,6,0.0
10442,2025-02-11 11:06:22,Social Media,Winter Sale,no,2025-02-11 11:06:22+00:00,2025-02-11 16:36:22+05:30,2025-02-11,11,Tuesday,0,4,6,0.0
10442,2025-02-11 20:30:32,Email,nan,yes,2025-02-11 20:30:32+00:00,2025-02-12 02:00:32+05:30,2025-02-11,20,Tuesday,1,5,6,0.16666666666666666
10442,2025-02-11 20:42:25,Social Media,New Product Launch,yes,2025-02-11 20:42:25+00:00,2025-02-12 02:12:25+05:30,2025-02-11,20,Tuesday,1,6,6,0.16666666666666666
10466,2025-02-10 00:48:02,Display Ads,New Product Launch,no,2025-02-10 00:48:02+00:00,2025-02-10 06:18:02+05:30,2025-02-10,0,Monday,0,1,3,0.0
10466,2025-02-10 04:03:49,Social Media,nan,no,2025-02-10 04:03:49+00:00,2025-02-10 09:33:49+05:30,2025-02-10,4,Monday,0,2,3,0.0
10466,2025-02-11 23:16:09,Direct Traffic,nan,yes,2025-02-11 23:16:09+00:00,2025-02-12 04:46:09+05:30,2025-02-11,23,Tuesday,1,3,3,0.3333333333333333
10518,2025-02-10 03:46:35,Social Media,Winter Sale,no,2025-02-10 03:46:35+00:00,2025-02-10 09:16:35+05:30,2025-02-10,3,Monday,0,1,4,0.0
10518,2025-02-10 18:33:25,Social Media,Winter Sale,no,2025-02-10 18:33:25+00:00,2025-02-11 00:03:25+05:30,2025-02-10,18,Monday,0,2,4,0.0
10518,2025-02-10 19:04:22,Referral,New Product Launch,yes,2025-02-10 19:04:22+00:00,2025-02-11 00:34:22+05:30,2025-02-10,19,Monday,1,3,4,0.25
10518,2025-02-11 12:17:20,Referral,nan,yes,2025-02-11 12:17:20+00:00,2025-02-11 17:47:20+05:30,2025-02-11,12,Tuesday,1,4,4,0.25
10556,2025-02-10 03:02:41,Referral,nan,no,2025-02-10 03:02:41+00:00,2025-02-10 08:32:41+05:30,2025-02-10,3,Monday,0,1,4,0.0
10556,2025-02-10 16:42:22,Direct Traffic,nan,no,2025-02-10 16:42:22+00:00,2025-02-10 22:12:22+05:30,2025-02-10,16,Monday,0,2,4,0.0
10556,2025-02-10 20:13:06,Display Ads,New Product Launch,yes,2025-02-10 20:13:06+00:00,2025-02-11 01:43:06+05:30,2025-02-10,20,Monday,1,3,4,0.25
10556,2025-02-11 15:07:03,Direct Traffic,nan,no,2025-02-11 15:07:03+00:00,2025-02-11 20:37:03+05:30,2025-02-11,15,Tuesday,0,4,4,0.0
10566,2025-02-10 09:32:33,Direct Traffic,nan,yes,2025-02-10 09:32:33+00:00,2025-02-10 15:02:33+05:30,2025-02-10,9,Monday,1,1,1,1.0
10614,2025-02-11 15:09:04,Search Ads,Winter Sale,no,2025-02-11 15:09:04+00:00,2025-02-11 20:39:04+05:30,2025-02-11,15,Tuesday,0,1,2,0.0
10614,2025-02-11 23:44:28,Social Media,Brand Awareness,no,2025-02-11 23:44:28+00:00,2025-02-12 05:14:28+05:30,2025-02-11,23,Tuesday,0,2,2,0.0
10654,2025-02-10 00:46:47,Referral,Winter Sale,no,2025-02-10 00:46:47+00:00,2025-02-10 06:16:47+05:30,2025-02-10,0,Monday,0,1,10,0.0
10654,2025-02-10 02:38:51,Search Ads,nan,no,2025-02-10 02:38:51+00:00,2025-02-10 08:08:51+05:30,2025-02-10,2,Monday,0,2,10,0.0
10654,2025-02-10 03:50:37,Search Ads,Winter Sale,no,2025-02-10 03:50:37+00:00,2025-02-10 09:20:37+05:30,2025-02-10,3,Monday,0,3,10,0.0
10654,2025-02-10 08:53:24,Email,nan,yes,2025-02-10 08:53:24+00:00,2025-02-10 14:23:24+05:30,2025-02-10,8,Monday,1,4,10,0.1
10654,2025-02-11 03:32:31,Display Ads,nan,yes,2025-02-11 03:32:31+00:00,2025-02-11 09:02:31+05:30,2025-02-11,3,Tuesday,1,5,10,0.1
10654,2025-02-11 04:44:49,Search Ads,New Product Launch,no,2025-02-11 04:44:49+00:00,2025-02-11 10:14:49+05:30,2025-02-11,4,Tuesday,0,6,10,0.0
10654,2025-02-11 09:46:28,Direct Traffic,nan,yes,2025-02-11 09:46:28+00:00,2025-02-11 15:16:28+05:30,2025-02-11,9,Tuesday,1,7,10,0.1
