Date,seasonal
2024-01-01,-2.6590136054421665
2024-01-02,-5.367585034013604
2024-01-03,-0.005918367346943655
2024-01-04,9.140986394557821
2024-01-05,-6.39615646258503
2024-01-06,-0.3447278911564712
2024-01-07,5.632414965986396
2024-01-08,-2.6590136054421665
2024-01-09,-5.367585034013604
2024-01-10,-0.005918367346943655
2024-01-11,9.140986394557821
2024-01-12,-6.39615646258503
2024-01-13,-0.3447278911564712
2024-01-14,5.632414965986396
2024-01-15,-2.6590136054421665
2024-01-16,-5.367585034013604
2024-01-17,-0.005918367346943655
2024-01-18,9.140986394557821
2024-01-19,-6.39615646258503
2024-01-20,-0.3447278911564712
2024-01-21,5.632414965986396
2024-01-22,-2.6590136054421665
2024-01-23,-5.367585034013604
2024-01-24,-0.005918367346943655
2024-01-25,9.140986394557821
2024-01-26,-6.39615646258503
2024-01-27,-0.3447278911564712
2024-01-28,5.632414965986396
2024-01-29,-2.6590136054421665
2024-01-30,-5.367585034013604
2024-01-31,-0.005918367346943655
2024-02-01,9.140986394557821
2024-02-02,-6.39615646258503
2024-02-03,-0.3447278911564712
2024-02-04,5.632414965986396
2024-02-05,-2.6590136054421665
2024-02-06,-5.367585034013604
2024-02-07,-0.005918367346943655
2024-02-08,9.140986394557821
2024-02-09,-6.39615646258503
2024-02-10,-0.3447278911564712
2024-02-11,5.632414965986396
2024-02-12,-2.6590136054421665
2024-02-13,-5.367585034013604
2024-02-14,-0.005918367346943655
2024-02-15,9.140986394557821
2024-02-16,-6.39615646258503
2024-02-17,-0.3447278911564712
2024-02-18,5.632414965986396
2024-02-19,-2.6590136054421665
2024-02-20,-5.367585034013604
2024-02-21,-0.005918367346943655
2024-02-22,9.140986394557821
2024-02-23,-6.39615646258503
2024-02-24,-0.3447278911564712
2024-02-25,5.632414965986396
2024-02-26,-2.6590136054421665
2024-02-27,-5.367585034013604
2024-02-28,-0.005918367346943655
2024-02-29,9.140986394557821
2024-03-01,-6.39615646258503
2024-03-02,-0.3447278911564712
2024-03-03,5.632414965986396
2024-03-04,-2.6590136054421665
2024-03-05,-5.367585034013604
2024-03-06,-0.005918367346943655
2024-03-07,9.140986394557821
2024-03-08,-6.39615646258503
2024-03-09,-0.3447278911564712
2024-03-10,5.632414965986396
2024-03-11,-2.6590136054421665
2024-03-12,-5.367585034013604
2024-03-13,-0.005918367346943655
2024-03-14,9.140986394557821
2024-03-15,-6.39615646258503
2024-03-16,-0.3447278911564712
2024-03-17,5.632414965986396
2024-03-18,-2.6590136054421665
2024-03-19,-5.367585034013604
2024-03-20,-0.005918367346943655
2024-03-21,9.140986394557821
2024-03-22,-6.39615646258503
2024-03-23,-0.3447278911564712
2024-03-24,5.632414965986396
2024-03-25,-2.6590136054421665
2024-03-26,-5.367585034013604
2024-03-27,-0.005918367346943655
2024-03-28,9.140986394557821
2024-03-29,-6.39615646258503
2024-03-30,-0.3447278911564712
2024-03-31,5.632414965986396
2024-04-01,-2.6590136054421665
2024-04-02,-5.367585034013604
2024-04-03,-0.005918367346943655
2024-04-04,9.140986394557821
2024-04-05,-6.39615646258503
2024-04-06,-0.3447278911564712
2024-04-07,5.632414965986396
2024-04-08,-2.6590136054421665
2024-04-09,-5.367585034013604
2024-04-10,-0.005918367346943655
2024-04-11,9.140986394557821
2024-04-12,-6.39615646258503
2024-04-13,-0.3447278911564712
2024-04-14,5.632414965986396
2024-04-15,-2.6590136054421665
2024-04-16,-5.367585034013604
2024-04-17,-0.005918367346943655
2024-04-18,9.140986394557821
2024-04-19,-6.39615646258503
2024-04-20,-0.3447278911564712
2024-04-21,5.632414965986396
2024-04-22,-2.6590136054421665
2024-04-23,-5.367585034013604
2024-04-24,-0.005918367346943655
2024-04-25,9.140986394557821
2024-04-26,-6.39615646258503
2024-04-27,-0.3447278911564712
2024-04-28,5.632414965986396
2024-04-29,-2.6590136054421665
2024-04-30,-5.367585034013604
2024-05-01,-0.005918367346943655
2024-05-02,9.140986394557821
2024-05-03,-6.39615646258503
2024-05-04,-0.3447278911564712
2024-05-05,5.632414965986396
2024-05-06,-2.6590136054421665
2024-05-07,-5.367585034013604
2024-05-08,-0.005918367346943655
2024-05-09,9.140986394557821
2024-05-10,-6.39615646258503
2024-05-11,-0.3447278911564712
2024-05-12,5.632414965986396
2024-05-13,-2.6590136054421665
2024-05-14,-5.367585034013604
2024-05-15,-0.005918367346943655
2024-05-16,9.140986394557821
2024-05-17,-6.39615646258503
2024-05-18,-0.3447278911564712
2024-05-19,5.632414965986396
2024-05-20,-2.6590136054421665
2024-05-21,-5.367585034013604
2024-05-22,-0.005918367346943655
2024-05-23,9.140986394557821
2024-05-24,-6.39615646258503
2024-05-25,-0.3447278911564712
2024-05-26,5.632414965986396
2024-05-27,-2.6590136054421665
2024-05-28,-5.367585034013604
2024-05-29,-0.005918367346943655
2024-05-30,9.140986394557821
2024-05-31,-6.39615646258503
2024-06-01,-0.3447278911564712
2024-06-02,5.632414965986396
2024-06-03,-2.6590136054421665
2024-06-04,-5.367585034013604
2024-06-05,-0.005918367346943655
2024-06-06,9.140986394557821
2024-06-07,-6.39615646258503
2024-06-08,-0.3447278911564712
2024-06-09,5.632414965986396
2024-06-10,-2.6590136054421665
2024-06-11,-5.367585034013604
2024-06-12,-0.005918367346943655
2024-06-13,9.140986394557821
2024-06-14,-6.39615646258503
2024-06-15,-0.3447278911564712
2024-06-16,5.632414965986396
2024-06-17,-2.6590136054421665
2024-06-18,-5.367585034013604
2024-06-19,-0.005918367346943655
2024-06-20,9.140986394557821
2024-06-21,-6.39615646258503
2024-06-22,-0.3447278911564712
2024-06-23,5.632414965986396
2024-06-24,-2.6590136054421665
2024-06-25,-5.367585034013604
2024-06-26,-0.005918367346943655
2024-06-27,9.140986394557821
2024-06-28,-6.39615646258503
